;HR;BR;Posture;Activity
08:50:09.435;107;29.9;-4;0.23
08:50:10.435;106;29.9;-4;0.22
08:50:11.435;104;29.5;-4;0.24
08:50:12.435;102;29.5;-5;0.22
08:50:13.435;103;29.2;-4;0.24
08:50:14.435;102;29.2;-5;0.24
08:50:15.435;101;29.1;-7;0.23
08:50:16.435;102;29.1;-6;0.21
08:50:17.435;99;29.1;-5;0.25
08:50:18.435;98;29.1;-4;0.23
08:50:19.435;97;29.1;-4;0.21
08:50:20.435;99;29.1;-4;0.24
08:50:21.435;101;29.1;-4;0.25
08:50:22.435;104;29.1;-4;0.23
08:50:23.435;106;29.1;-5;0.36
08:50:24.435;107;29.1;-5;0.31
08:50:25.435;106;29.1;-4;0.23
08:50:26.435;107;29.1;-4;0.23
08:50:27.435;107;29.0;-4;0.23
08:50:28.435;105;29.0;-4;0.27
08:50:29.435;103;28.9;-4;0.21
08:50:30.435;102;28.9;-4;0.25
08:50:31.435;103;28.7;-4;0.25
08:50:32.435;103;28.7;-4;0.24
08:50:33.435;104;28.4;-6;0.23
08:50:34.435;104;28.4;-4;0.22
08:50:35.435;105;28.2;-3;0.21
08:50:36.435;104;28.2;-1;0.21
08:50:37.435;104;28.3;7;0.23
08:50:38.435;104;28.3;11;0.10
08:50:39.435;103;28.1;14;0.08
08:50:40.435;104;28.1;13;0.06
08:50:41.435;101;27.8;8;0.19
08:50:42.435;98;27.8;2;0.16
08:50:43.435;98;27.6;1;0.11
08:50:44.435;100;27.6;-5;0.24
08:50:45.435;106;27.4;12;0.43
08:50:46.435;111;27.4;-8;0.58
08:50:47.435;112;27.2;-14;0.28
08:50:48.435;109;27.2;-15;0.21
08:50:49.435;105;27.0;-14;0.07
08:50:50.435;100;27.0;-14;0.08
08:50:51.435;98;26.8;-13;0.05
08:50:52.435;98;26.8;-13;0.07
08:50:53.435;99;26.6;-15;0.09
08:50:54.435;100;26.6;-16;0.04
08:50:55.435;102;26.3;-17;0.03
08:50:56.435;103;26.3;-17;0.02
08:50:57.435;103;24.0;-17;0.01
08:50:58.435;101;24.0;-18;0.01
08:50:59.435;99;22.2;-17;0.02
08:51:00.435;98;22.2;-18;0.01
08:51:01.435;97;20.9;-17;0.01
08:51:02.435;96;20.9;-17;0.01
08:51:03.435;95;20.0;-17;0.02
08:51:04.435;95;20.0;-18;0.02
08:51:05.435;93;19.5;-18;0.02
08:51:06.435;96;19.5;-18;0.02
08:51:07.435;98;19.1;-19;0.03
08:51:08.435;101;19.1;-20;0.02
08:51:09.435;103;19.0;-20;0.02
08:51:10.435;104;19.0;-20;0.02
08:51:11.435;102;18.9;-21;0.01
08:51:12.435;99;18.9;-21;0.02
08:51:13.435;97;19.1;-21;0.01
08:51:14.435;92;19.1;-20;0.02
08:51:15.435;91;19.3;-19;0.01
08:51:16.435;92;19.3;-20;0.02
08:51:17.435;94;19.1;-19;0.03
08:51:18.435;96;19.1;-19;0.02
08:51:19.435;92;19.0;-18;0.01
08:51:20.435;88;19.0;-18;0.01
08:51:21.435;85;18.9;-19;0.01
08:51:22.435;87;18.9;-19;0.02
08:51:23.435;87;18.8;-19;0.01
08:51:24.435;87;18.8;-19;0.01
08:51:25.435;88;18.8;-19;0.02
08:51:26.435;84;18.8;-19;0.02
08:51:27.435;82;18.7;-19;0.02
08:51:28.435;83;18.7;-18;0.03
08:51:29.435;83;18.6;-18;0.02
08:51:30.435;85;18.6;-19;0.10
08:51:31.435;88;18.6;-19;0.08
08:51:32.435;91;18.6;-20;0.05
08:51:33.435;94;18.8;-20;0.04
08:51:34.435;95;18.8;-22;0.02
08:51:35.435;94;19.6;-21;0.05
08:51:36.435;93;19.6;-22;0.04
08:51:37.435;92;20.7;-21;0.02
08:51:38.435;92;20.7;-21;0.02
08:51:39.435;90;21.6;-20;0.03
08:51:40.435;90;21.6;-19;0.03
08:51:41.435;90;22.4;-19;0.02
08:51:42.435;89;22.4;-18;0.02
08:51:43.435;89;23.2;-18;0.02
08:51:44.435;91;23.2;-18;0.03
08:51:45.435;91;23.9;-18;0.03
08:51:46.435;92;23.9;-18;0.03
08:51:47.435;90;24.8;-17;0.08
08:51:48.435;89;24.8;-17;0.19
08:51:49.435;86;25.3;-18;0.21
08:51:50.435;84;25.3;-18;0.03
08:51:51.435;85;26.1;-18;0.04
08:51:52.435;86;26.1;-19;0.06
08:51:53.435;89;26.4;-19;0.08
08:51:54.435;90;26.4;-21;0.06
08:51:55.435;90;26.5;-21;0.05
08:51:56.435;88;26.5;-21;0.07
08:51:57.435;84;26.5;-21;0.06
08:51:58.435;84;26.5;-19;0.04
08:51:59.435;85;26.3;-18;0.08
08:52:00.435;87;26.3;-17;0.08
08:52:01.435;89;25.8;-16;0.07
08:52:02.435;87;25.8;-16;0.07
08:52:03.435;86;25.3;-16;0.05
08:52:04.435;84;25.3;-16;0.08
08:52:05.435;82;24.9;-17;0.05
08:52:06.435;79;24.9;-17;0.05
08:52:07.435;79;24.5;-18;0.07
08:52:08.435;82;24.5;-20;0.06
08:52:09.435;84;24.5;-20;0.04
08:52:10.435;85;24.5;-19;0.04
08:52:11.435;82;24.4;-19;0.05
08:52:12.435;81;24.4;-22;0.06
08:52:13.435;80;24.4;-24;0.10
08:52:14.435;80;24.4;-24;0.04
08:52:15.435;81;24.0;-23;0.05
08:52:16.435;82;24.0;-21;0.07
08:52:17.435;82;23.7;-19;0.06
08:52:18.435;83;23.7;-17;0.03
08:52:19.435;86;23.8;-17;0.04
08:52:20.435;85;23.8;-15;0.06
08:52:21.435;84;23.8;-13;0.06
08:52:22.435;83;23.8;-12;0.03
08:52:23.435;81;23.8;-12;0.02
08:52:24.435;81;23.8;-15;0.06
08:52:25.435;84;23.8;-17;0.07
08:52:26.435;87;23.8;-18;0.04
08:52:27.435;90;23.5;-18;0.04
08:52:28.435;90;23.5;-17;0.10
08:52:29.435;92;23.0;-18;0.14
08:52:30.435;94;23.0;-17;0.05
08:52:31.435;90;22.5;-17;0.03
08:52:32.435;87;22.5;-16;0.08
08:52:33.435;89;21.8;-15;0.09
08:52:34.435;91;21.8;-14;0.04
08:52:35.435;93;21.4;-15;0.04
08:52:36.435;92;21.4;-17;0.07
08:52:37.435;90;21.1;-18;0.04
08:52:38.435;88;21.1;-19;0.02
08:52:39.435;89;20.5;-20;0.02
08:52:40.435;92;20.5;-20;0.03
08:52:41.435;96;20.2;-20;0.04
08:52:42.435;96;20.2;-21;0.04
08:52:43.435;96;19.7;-22;0.02
08:52:44.435;96;19.7;-23;0.01
08:52:45.435;100;18.9;-23;0.03
08:52:46.435;103;18.9;-23;0.02
08:52:47.435;102;18.2;-22;0.01
08:52:48.435;100;18.2;-23;0.01
08:52:49.435;97;17.9;-22;0.01
08:52:50.435;95;17.9;-22;0.01
08:52:51.435;89;17.3;-22;0.01
08:52:52.435;86;17.3;-22;0.01
08:52:53.435;85;17.1;-22;0.01
08:52:54.435;82;17.1;-22;0.01
08:52:55.435;80;16.6;-22;0.01
08:52:56.435;82;16.6;-22;0.01
08:52:57.435;84;16.1;-22;0.02
08:52:58.435;82;16.1;-22;0.01
08:52:59.435;79;16.0;-22;0.01
08:53:00.435;75;16.0;-21;0.04
08:53:01.435;73;15.6;-19;0.04
08:53:02.435;74;15.6;-19;0.02
08:53:03.435;77;15.3;-19;0.01
08:53:04.435;82;15.3;-19;0.01
08:53:05.435;86;15.0;-19;0.01
08:53:06.435;86;15.0;-19;0.04
08:53:07.435;85;14.7;-21;0.03
08:53:08.435;82;14.7;-21;0.02
08:53:09.435;77;14.1;-21;0.02
08:53:10.435;74;14.1;-21;0.01
08:53:11.435;77;13.9;-21;0.01
08:53:12.435;78;13.9;-21;0.02
08:53:13.435;78;13.4;-21;0.01
08:53:14.435;78;13.4;-21;0.01
08:53:15.435;81;13.3;-21;0.01
08:53:16.435;82;13.3;-21;0.01
08:53:17.435;80;12.9;-21;0.01
08:53:18.435;78;12.9;-21;0.02
08:53:19.435;76;12.5;-21;0.01
08:53:20.435;73;12.5;-21;0.01
08:53:21.435;72;12.1;-21;0.01
08:53:22.435;73;12.1;-21;0.01
08:53:23.435;76;11.8;-21;0.01
08:53:24.435;80;11.8;-21;0.01
08:53:25.435;85;11.5;-21;0.01
08:53:26.435;86;11.5;-21;0.01
08:53:27.435;84;11.6;-21;0.01
08:53:28.435;80;11.6;-21;0.01
08:53:29.435;78;11.6;-21;0.01
08:53:30.435;74;11.6;-21;0.01
08:53:31.435;70;11.4;-21;0.01
08:53:32.435;67;11.4;-21;0.01
08:53:33.435;67;11.4;-21;0.01
08:53:34.435;70;11.4;-21;0.02
08:53:35.435;76;11.2;-21;0.02
08:53:36.435;80;11.2;-21;0.01
08:53:37.435;84;11.0;-21;0.01
08:53:38.435;84;11.0;-21;0.01
08:53:39.435;83;10.5;-21;0.01
08:53:40.435;80;10.5;-21;0.02
08:53:41.435;76;10.0;-21;0.02
08:53:42.435;76;10.0;-21;0.02
08:53:43.435;82;9.6;-22;0.02
08:53:44.435;86;9.6;-22;0.02
08:53:45.435;87;9.6;-21;0.01
08:53:46.435;85;9.6;-22;0.02
08:53:47.435;83;9.2;-22;0.01
08:53:48.435;80;9.2;-21;0.01
08:53:49.435;77;8.9;-22;0.01
08:53:50.435;79;8.9;-22;0.01
08:53:51.435;81;8.6;-22;0.01
08:53:52.435;81;8.6;-22;0.01
08:53:53.435;81;8.1;-22;0.01
08:53:54.435;81;8.1;-22;0.02
08:53:55.435;84;7.6;-22;0.02
08:53:56.435;85;7.6;-22;0.01
08:53:57.435;88;7.4;-22;0.01
08:53:58.435;87;7.4;-22;0.01
08:53:59.435;89;7.3;-21;0.01
08:54:00.435;90;7.3;-21;0.01
08:54:01.435;87;7.4;-22;0.01
08:54:02.435;84;7.4;-22;0.01
08:54:03.435;81;7.6;-22;0.01
08:54:04.435;78;7.6;-22;0.01
08:54:05.435;76;7.7;-22;0.01
08:54:06.435;74;7.7;-22;0.01
08:54:07.435;75;7.9;-22;0.01
08:54:08.435;76;7.9;-22;0.01
08:54:09.435;76;8.0;-22;0.01
08:54:10.435;75;8.0;-22;0.01
08:54:11.435;75;8.4;-22;0.01
08:54:12.435;76;8.4;-22;0.02
08:54:13.435;78;9.0;-21;0.01
08:54:14.435;83;9.0;-21;0.01
08:54:15.435;88;9.6;-22;0.01
08:54:16.435;88;9.6;-22;0.01
08:54:17.435;84;10.1;-21;0.01
08:54:18.435;82;10.1;-21;0.01
08:54:19.435;79;10.6;-21;0.01
08:54:20.435;76;10.6;-20;0.01
08:54:21.435;76;10.8;-21;0.01
08:54:22.435;79;10.8;-20;0.01
08:54:23.435;82;11.2;-20;0.01
08:54:24.435;81;11.2;-21;0.01
08:54:25.435;79;11.3;-21;0.01
08:54:26.435;77;11.3;-20;0.01
08:54:27.435;74;11.3;-21;0.01
08:54:28.435;72;11.3;-21;0.01
08:54:29.435;73;11.7;-21;0.01
08:54:30.435;75;11.7;-21;0.01
08:54:31.435;80;11.7;-21;0.01
08:54:32.435;83;11.7;-21;0.01
08:54:33.435;84;11.4;-21;0.02
08:54:34.435;87;11.4;-21;0.01
08:54:35.435;83;11.2;-21;0.01
08:54:36.435;79;11.2;-19;0.04
08:54:37.435;75;11.0;-19;0.02
08:54:38.435;74;11.0;-19;0.01
08:54:39.435;76;10.8;-19;0.01
08:54:40.435;75;10.8;-19;0.01
08:54:41.435;75;10.6;-19;0.02
08:54:42.435;75;10.6;-19;0.02
08:54:43.435;76;10.5;-19;0.01
08:54:44.435;78;10.5;-19;0.02
08:54:45.435;81;10.6;-19;0.02
08:54:46.435;83;10.6;-19;0.02
08:54:47.435;85;10.7;-19;0.02
08:54:48.435;88;10.7;-19;0.02
08:54:49.435;94;10.6;-19;0.01
08:54:50.435;96;10.6;-19;0.03
08:54:51.435;95;10.7;-20;0.04
08:54:52.435;92;10.7;-21;0.02
08:54:53.435;88;10.8;-21;0.01
08:54:54.435;85;10.8;-21;0.01
08:54:55.435;82;11.2;-21;0.02
08:54:56.435;82;11.2;-22;0.01
08:54:57.435;82;11.3;-22;0.02
08:54:58.435;81;11.3;-22;0.01
08:54:59.435;77;11.7;-22;0.02
08:55:00.435;75;11.7;-22;0.01
08:55:01.435;75;12.0;-22;0.01
08:55:02.435;77;12.0;-22;0.01
08:55:03.435;82;12.0;-22;0.02
08:55:04.435;85;12.0;-22;0.02
08:55:05.435;90;11.7;-21;0.02
08:55:06.435;89;11.7;-22;0.01
08:55:07.435;84;11.7;-21;0.01
08:55:08.435;80;11.7;-22;0.04
08:55:09.435;79;11.8;-22;0.02
08:55:10.435;77;11.8;-22;0.02
08:55:11.435;76;11.8;-22;0.01
08:55:12.435;77;11.8;-22;0.01
08:55:13.435;80;11.8;-22;0.01
08:55:14.435;80;11.8;-22;0.01
08:55:15.435;80;11.8;-22;0.01
08:55:16.435;83;11.8;-22;0.01
08:55:17.435;84;11.8;-22;0.01
08:55:18.435;83;11.8;-21;0.01
08:55:19.435;81;11.8;-22;0.01
08:55:20.435;80;11.8;-22;0.01
08:55:21.435;81;11.8;-22;0.02
08:55:22.435;86;11.8;-15;0.21
08:55:23.435;89;12.5;-16;0.06
08:55:24.435;87;12.5;-17;0.03
08:55:25.435;84;13.0;-17;0.01
08:55:26.435;85;13.0;-17;0.01
08:55:27.435;87;13.2;-17;0.01
08:55:28.435;85;13.2;-17;0.01
08:55:29.435;87;13.4;-17;0.01
08:55:30.435;90;13.4;-17;0.01
08:55:31.435;87;13.5;-17;0.01
08:55:32.435;84;13.5;-17;0.01
08:55:33.435;81;13.7;-17;0.01
08:55:34.435;78;13.7;-17;0.01
08:55:35.435;78;13.5;-17;0.01
08:55:36.435;80;13.5;-17;0.01
08:55:37.435;85;13.4;-18;0.01
08:55:38.435;90;13.4;-17;0.01
08:55:39.435;91;13.2;-16;0.25
08:55:40.435;91;13.2;-15;0.20
08:55:41.435;90;13.1;-16;0.12
08:55:42.435;91;13.1;-17;0.08
08:55:43.435;93;12.7;-18;0.10
08:55:44.435;92;12.7;-17;0.02
08:55:45.435;88;12.6;-18;0.07
08:55:46.435;87;12.6;-19;0.10
08:55:47.435;88;12.6;-18;0.03
08:55:48.435;90;12.6;-18;0.01
08:55:49.435;94;12.8;-18;0.02
08:55:50.435;98;12.8;-18;0.02
08:55:51.435;101;12.7;-17;0.05
08:55:52.435;103;12.7;-19;0.02
08:55:53.435;102;12.7;-19;0.02
08:55:54.435;99;12.7;-19;0.02
08:55:55.435;95;12.6;-19;0.04
08:55:56.435;92;12.6;-19;0.01
08:55:57.435;89;12.6;-19;0.02
08:55:58.435;84;12.6;-15;0.11
08:55:59.435;81;12.5;-15;0.10
08:56:00.435;84;12.5;-17;0.03
08:56:01.435;86;12.5;-17;0.01
08:56:02.435;86;12.5;-17;0.01
08:56:03.435;86;12.7;-17;0.02
08:56:04.435;84;12.7;-17;0.02
08:56:05.435;82;12.6;-17;0.03
08:56:06.435;79;12.6;-17;0.02
08:56:07.435;79;12.9;-17;0.01
08:56:08.435;79;12.9;-17;0.01
08:56:09.435;79;12.8;-17;0.01
08:56:10.435;80;12.8;-15;0.08
08:56:11.435;84;13.0;-15;0.02
08:56:12.435;88;13.0;-15;0.02
08:56:13.435;91;13.2;-15;0.07
08:56:14.435;87;13.2;-14;0.07
08:56:15.435;84;13.7;-15;0.02
08:56:16.435;84;13.7;-15;0.02
08:56:17.435;85;14.1;-15;0.04
08:56:18.435;84;14.1;-16;0.03
08:56:19.435;86;14.2;-16;0.02
08:56:20.435;88;14.2;-17;0.03
08:56:21.435;92;14.6;-17;0.04
08:56:22.435;96;14.6;-12;0.14
08:56:23.435;96;14.6;-12;0.07
08:56:24.435;94;14.6;-14;0.09
08:56:25.435;96;14.9;-12;0.12
08:56:26.435;93;14.9;-12;0.26
08:56:27.435;96;15.2;-15;0.47
08:56:28.435;98;15.2;-12;0.19
08:56:29.435;100;15.8;-11;0.09
08:56:30.435;100;15.8;-11;0.03
08:56:31.435;99;16.3;-12;0.02
08:56:32.435;100;16.3;-11;0.02
08:56:33.435;102;16.8;-10;0.08
08:56:34.435;105;16.8;-13;0.11
08:56:35.435;107;17.3;-16;0.08
08:56:36.435;108;17.3;-19;0.08
08:56:37.435;108;17.6;-21;0.05
08:56:38.435;111;17.6;-21;0.03
08:56:39.435;114;16.2;-16;0.22
08:56:40.435;114;16.2;11;0.29
08:56:41.435;112;14.9;12;0.15
08:56:42.435;108;14.9;14;0.07
08:56:43.435;106;13.7;15;0.04
08:56:44.435;102;13.7;15;0.04
08:56:45.435;96;12.9;11;0.17
08:56:46.435;97;12.9;13;0.04
08:56:47.435;96;12.5;10;0.11
08:56:48.435;94;12.5;8;0.10
08:56:49.435;95;12.8;13;0.19
08:56:50.435;98;12.8;8;0.15
08:56:51.435;101;13.3;10;0.07
08:56:52.435;102;13.3;10;0.10
08:56:53.435;104;13.8;6;0.19
08:56:54.435;106;13.8;-7;0.08
08:56:55.435;109;14.2;-7;0.03
08:56:56.435;109;14.2;-7;0.02
08:56:57.435;108;14.6;-7;0.05
08:56:58.435;107;14.6;-7;0.05
08:56:59.435;106;14.9;-7;0.07
08:57:00.435;105;14.9;-8;0.10
08:57:01.435;106;15.2;-8;0.05
08:57:02.435;108;15.2;-8;0.06
08:57:03.435;110;15.5;-10;0.03
08:57:04.435;109;15.5;-8;0.09
08:57:05.435;106;15.7;-13;0.12
08:57:06.435;103;15.7;-15;0.05
08:57:07.435;98;15.7;-16;0.02
08:57:08.435;96;15.7;-7;0.32
08:57:09.435;100;15.0;-7;0.08
08:57:10.435;104;15.0;-7;0.05
08:57:11.435;103;14.4;-8;0.04
08:57:12.435;101;14.4;-10;0.03
08:57:13.435;99;13.8;-11;0.02
08:57:14.435;99;13.8;-12;0.03
08:57:15.435;99;13.4;-11;0.03
08:57:16.435;101;13.4;-12;0.02
08:57:17.435;102;13.4;-11;0.10
08:57:18.435;103;13.4;-14;0.24
08:57:19.435;104;13.4;-12;0.04
08:57:20.435;106;13.4;-12;0.02
08:57:21.435;110;12.1;-12;0.02
08:57:22.435;113;12.1;-12;0.09
08:57:23.435;113;10.9;-13;0.07
08:57:24.435;111;10.9;-13;0.05
08:57:25.435;109;9.8;-14;0.04
08:57:26.435;106;9.8;-17;0.09
08:57:27.435;103;8.8;-19;0.05
08:57:28.435;100;8.8;-20;0.03
08:57:29.435;95;8.0;-20;0.01
08:57:30.435;93;8.0;-20;0.01
08:57:31.435;91;7.2;-20;0.01
08:57:32.435;88;7.2;-20;0.01
08:57:33.435;86;6.5;-20;0.01
08:57:34.435;83;6.5;-20;0.01
08:57:35.435;79;6.1;-20;0.01
08:57:36.435;79;6.1;-20;0.01
08:57:37.435;80;5.8;-21;0.01
08:57:38.435;74;5.8;-21;0.01
08:57:39.435;69;5.8;-21;0.01
08:57:40.435;67;5.8;-20;0.01
08:57:41.435;67;5.8;-21;0.01
08:57:42.435;70;5.8;-21;0.01
08:57:43.435;73;5.8;-21;0.01
08:57:44.435;77;5.8;-20;0.01
08:57:45.435;77;6.2;-19;0.03
08:57:46.435;74;6.2;-19;0.01
08:57:47.435;71;6.4;-19;0.01
08:57:48.435;71;6.4;-19;0.01
08:57:49.435;73;6.7;-19;0.01
08:57:50.435;76;6.7;-19;0.02
08:57:51.435;79;6.9;-19;0.01
08:57:52.435;83;6.9;-19;0.02
08:57:53.435;84;7.4;-19;0.02
08:57:54.435;83;7.4;-19;0.02
08:57:55.435;79;7.9;-19;0.01
08:57:56.435;74;7.9;-18;0.02
08:57:57.435;71;8.3;-19;0.02
08:57:58.435;72;8.3;-18;0.01
08:57:59.435;76;8.6;-18;0.01
08:58:00.435;78;8.6;-19;0.01
08:58:01.435;79;9.0;-18;0.01
08:58:02.435;79;9.0;-18;0.01
08:58:03.435;81;9.3;-18;0.01
08:58:04.435;84;9.3;-18;0.01
08:58:05.435;80;9.5;-18;0.01
08:58:06.435;75;9.5;-18;0.01
08:58:07.435;74;9.8;-18;0.01
08:58:08.435;74;9.8;-18;0.02
08:58:09.435;74;10.0;-17;0.01
08:58:10.435;75;10.0;-17;0.01
08:58:11.435;77;10.5;-17;0.01
08:58:12.435;80;10.5;-17;0.01
08:58:13.435;79;11.0;-17;0.01
08:58:14.435;75;11.0;-17;0.01
08:58:15.435;74;11.1;-18;0.03
08:58:16.435;76;11.1;-19;0.03
08:58:17.435;74;11.1;-19;0.02
08:58:18.435;72;11.1;-19;0.01
08:58:19.435;71;11.2;-18;0.01
08:58:20.435;74;11.2;-19;0.01
08:58:21.435;78;11.3;-19;0.01
08:58:22.435;79;11.3;-18;0.02
08:58:23.435;76;11.7;-18;0.02
08:58:24.435;77;11.7;-17;0.03
08:58:25.435;80;11.7;-17;0.01
08:58:26.435;84;11.7;-17;0.01
08:58:27.435;89;11.7;-17;0.01
08:58:28.435;90;11.7;-17;0.03
08:58:29.435;87;12.0;-18;0.04
08:58:30.435;85;12.0;-18;0.03
08:58:31.435;83;12.0;-19;0.01
08:58:32.435;82;12.0;-19;0.01
08:58:33.435;75;12.3;-19;0.04
08:58:34.435;69;12.3;-20;0.08
08:58:35.435;68;12.9;-26;0.26
08:58:36.435;70;12.9;-34;0.22
08:58:37.435;74;13.4;-36;0.17
08:58:38.435;78;13.4;-27;0.29
08:58:39.435;85;13.9;-24;0.12
08:58:40.435;88;13.9;-22;0.06
08:58:41.435;87;14.3;-22;0.03
08:58:42.435;85;14.3;-22;0.03
08:58:43.435;84;14.3;-22;0.01
08:58:44.435;81;14.3;-21;0.01
08:58:45.435;79;14.4;-21;0.01
08:58:46.435;80;14.4;-21;0.01
08:58:47.435;82;14.5;-20;0.01
08:58:48.435;82;14.5;-20;0.01
08:58:49.435;80;14.2;-20;0.01
08:58:50.435;75;14.2;-20;0.01
08:58:51.435;73;14.0;-20;0.01
08:58:52.435;71;14.0;-20;0.01
08:58:53.435;71;13.2;-20;0.01
08:58:54.435;73;13.2;-20;0.01
08:58:55.435;75;12.2;-20;0.01
08:58:56.435;76;12.2;-20;0.01
08:58:57.435;74;11.6;-20;0.01
08:58:58.435;74;11.6;-20;0.01
08:58:59.435;73;11.0;-20;0.01
08:59:00.435;75;11.0;-20;0.01
08:59:01.435;77;10.8;-20;0.01
08:59:02.435;79;10.8;-20;0.01
08:59:03.435;82;10.9;-20;0.01
08:59:04.435;83;10.9;-20;0.01
08:59:05.435;87;11.0;-20;0.01
08:59:06.435;89;11.0;-20;0.01
08:59:07.435;88;11.4;-20;0.01
08:59:08.435;85;11.4;-20;0.01
08:59:09.435;83;11.8;-20;0.01
08:59:10.435;82;11.8;-20;0.01
08:59:11.435;79;12.4;-20;0.01
08:59:12.435;79;12.4;-20;0.01
08:59:13.435;80;13.3;-20;0.02
08:59:14.435;78;13.3;-20;0.02
08:59:15.435;76;14.0;-20;0.02
08:59:16.435;76;14.0;-22;0.02
08:59:17.435;77;14.4;-21;0.02
08:59:18.435;80;14.4;-23;0.10
08:59:19.435;82;15.1;-23;0.03
08:59:20.435;86;15.1;-23;0.05
08:59:21.435;89;16.0;-24;0.03
08:59:22.435;89;16.0;-24;0.02
08:59:23.435;87;16.5;-22;0.17
08:59:24.435;84;16.5;-20;0.12
08:59:25.435;85;17.5;-19;0.11
08:59:26.435;87;17.5;-17;0.10
08:59:27.435;88;18.2;-15;0.19
08:59:28.435;89;18.2;-18;0.09
08:59:29.435;86;19.0;-17;0.04
08:59:30.435;86;19.0;-18;0.04
08:59:31.435;85;19.8;-18;0.02
08:59:32.435;82;19.8;-18;0.02
08:59:33.435;81;20.2;-18;0.01
08:59:34.435;85;20.2;-18;0.01
08:59:35.435;87;20.6;-19;0.01
08:59:36.435;86;20.6;-19;0.01
08:59:37.435;84;20.9;-19;0.01
08:59:38.435;84;20.9;-18;0.01
08:59:39.435;86;20.7;-18;0.01
08:59:40.435;89;20.7;-18;0.01
08:59:41.435;85;19.8;-18;0.01
08:59:42.435;82;19.8;-18;0.01
08:59:43.435;85;19.0;-18;0.02
08:59:44.435;85;19.0;-19;0.03
08:59:45.435;84;18.0;-18;0.01
08:59:46.435;82;18.0;-18;0.02
08:59:47.435;80;17.1;-18;0.02
08:59:48.435;79;17.1;-19;0.02
08:59:49.435;80;16.0;-19;0.01
08:59:50.435;78;16.0;-19;0.01
08:59:51.435;77;14.7;-19;0.01
08:59:52.435;73;14.7;-19;0.01
08:59:53.435;70;13.5;-19;0.01
08:59:54.435;70;13.5;-19;0.01
08:59:55.435;70;12.8;-19;0.01
08:59:56.435;68;12.8;-19;0.01
08:59:57.435;67;12.1;-19;0.01
08:59:58.435;70;12.1;-19;0.01
08:59:59.435;71;11.8;-19;0.01
09:00:00.435;74;11.8;-19;0.01
09:00:01.435;75;11.5;-19;0.01
09:00:02.435;75;11.5;-19;0.01
09:00:03.435;74;11.6;-19;0.01
09:00:04.435;76;11.6;-19;0.01
09:00:05.435;79;11.6;-19;0.01
09:00:06.435;77;11.6;-19;0.01
09:00:07.435;76;11.6;-19;0.01
09:00:08.435;78;11.6;-19;0.01
09:00:09.435;77;12.0;-19;0.02
09:00:10.435;75;12.0;-19;0.01
09:00:11.435;73;12.3;-19;0.01
09:00:12.435;76;12.3;-19;0.01
09:00:13.435;77;12.8;-19;0.01
09:00:14.435;75;12.8;-19;0.01
09:00:15.435;74;13.1;-19;0.02
09:00:16.435;72;13.1;-19;0.01
09:00:17.435;72;13.2;-19;0.01
09:00:18.435;73;13.2;-19;0.01
09:00:19.435;75;13.1;-19;0.01
09:00:20.435;77;13.1;-19;0.01
09:00:21.435;76;13.0;-19;0.01
09:00:22.435;76;13.0;-19;0.01
09:00:23.435;78;12.6;-19;0.01
09:00:24.435;77;12.6;-19;0.01
09:00:25.435;74;12.3;-19;0.01
09:00:26.435;70;12.3;-19;0.01
09:00:27.435;68;11.9;-19;0.01
09:00:28.435;67;11.9;-19;0.01
09:00:29.435;69;11.3;-19;0.01
09:00:30.435;70;11.3;-19;0.01
09:00:31.435;71;11.1;-19;0.01
09:00:32.435;73;11.1;-19;0.02
09:00:33.435;76;10.6;-19;0.02
09:00:34.435;76;10.6;-19;0.01
09:00:35.435;74;10.1;-19;0.01
09:00:36.435;73;10.1;-18;0.01
09:00:37.435;74;10.0;-19;0.01
09:00:38.435;75;10.0;-19;0.01
09:00:39.435;75;10.2;-19;0.01
09:00:40.435;73;10.2;-19;0.01
09:00:41.435;71;10.4;-19;0.01
09:00:42.435;72;10.4;-18;0.01
09:00:43.435;73;10.9;-18;0.02
09:00:44.435;73;10.9;-18;0.01
09:00:45.435;75;11.0;-19;0.01
09:00:46.435;76;11.0;-19;0.01
09:00:47.435;77;11.4;-19;0.01
09:00:48.435;77;11.4;-18;0.01
09:00:49.435;78;12.3;-19;0.01
09:00:50.435;78;12.3;-18;0.01
09:00:51.435;79;12.9;-19;0.01
09:00:52.435;79;12.9;-19;0.01
09:00:53.435;80;13.4;-18;0.01
09:00:54.435;80;13.4;-19;0.01
09:00:55.435;78;13.9;-19;0.01
09:00:56.435;75;13.9;-19;0.01
09:00:57.435;75;14.3;-19;0.01
09:00:58.435;74;14.3;-19;0.01
09:00:59.435;73;14.6;-19;0.01
09:01:00.435;72;14.6;-19;0.01
09:01:01.435;70;15.3;-19;0.01
09:01:02.435;70;15.3;-19;0.01
09:01:03.435;71;15.5;-19;0.01
09:01:04.435;70;15.5;-19;0.01
09:01:05.435;69;16.1;-19;0.01
09:01:06.435;70;16.1;-19;0.01
09:01:07.435;70;16.6;-19;0.01
09:01:08.435;72;16.6;-19;0.01
09:01:09.435;72;16.7;-19;0.01
09:01:10.435;72;16.7;-19;0.01
09:01:11.435;72;17.1;-19;0.01
09:01:12.435;71;17.1;-19;0.01
09:01:13.435;71;17.5;-19;0.01
09:01:14.435;71;17.5;-19;0.01
09:01:15.435;71;18.2;-19;0.01
